pair,genename,zscore
V$AP1_Q2_01 - V$ETS_Q6,PRRC2B,3.12897935737412
V$AP1_Q4_01 - V$PR_Q2,PRRC2B,3.01904785544453
V$HNF4_Q6 - V$SMAD_Q6_01,PRRC2B,3.83802540118877
V$MYB_Q6 - V$VMYB_01,GPR132,3.59126922198154
V$MYB_Q3 - V$VMYB_01,GPR132,3.63631899015425
V$ELK1_02 - V$NFAT_Q6,GPR132,3.22185819448514
V$CETS1P54_01 - V$HNF4_Q6,GPR132,3.39986130502207
V$CETS1P54_01 - V$SMAD_Q6_01,GPR132,3.53948791549297
V$CP2_01 - V$SF1_Q6,GPR132,3.4267926602938
V$CP2_01 - V$HNF4_Q6,GPR132,3.82393349079379
V$MYB_Q3 - V$MYB_Q6,GPR132,3.16365078364173
V$ER_Q6 - V$HNF4_Q6,GPR132,3.38218045566007
V$AP1_C - V$ETS1_B,GPR132,3.08172984033132
V$AP1_C - V$AP1_Q2_01,GPR132,3.03252806388646
V$CEBP_Q2_01 - V$GRE_C,GPR132,3.58164053212434
V$MYCMAX_B - V$SP1_Q6_01,GPR132,3.00906522296937
V$DR1_Q3 - V$STAT6_01,GPR132,3.90762200178516
V$E2A_Q6 - V$EFC_Q6,GPR132,3.61198343704376
V$KROX_Q6 - V$SMAD3_Q6,GPR132,3.71713807151756
V$GR_Q6_01 - V$SF1_Q6,GPR132,3.53023084366163
V$SF1_Q6 - V$SP1_Q2_01,GPR132,3.24208474669579
V$CREB_Q3 - V$NF1_Q6_01,GPR132,3.36265398404549
V$CREB_Q3 - V$PEBP_Q6,GPR132,3.31235901901593
V$CEBP_Q2_01 - V$MYB_Q5_01,GPR132,4.09958326609069
V$CEBP_Q2_01 - V$ER_Q6_02,GPR132,3.16115315120643
V$ER_Q6_02 - V$GR_Q6_01,GPR132,4.13692771524908
V$GR_Q6_01 - V$SMAD_Q6_01,GPR132,3.10115425448854
V$CP2_02 - V$SP1_Q6_01,GPR132,3.56629372000629
V$SMAD_Q6_01 - V$SP1_Q6_01,GPR132,3.45278497882692
V$CEBPA_01 - V$CREBP1CJUN_01,SOCS5,4.02855519989665
V$NFKAPPAB_01 - V$NFKAPPAB50_01,SOCS5,3.90216102594821
V$AP1_Q4_01 - V$HNF4_01,SOCS5,3.13640199924745
V$CEBP_Q3 - V$ER_Q6,SOCS5,3.63095328377391
V$GRE_C - V$NF1_Q6,SOCS5,3.47472912435548
V$GR_Q6_01 - V$NF1_Q6,SOCS5,3.21384030974597
V$PPARA_02 - V$PU1_Q6,SOCS5,3.52565019334403
V$CEBP_Q3 - V$PU1_Q6,SOCS5,3.52458784055992
V$MYB_Q5_01 - V$PU1_Q6,SOCS5,4.47392734912729
V$SMAD3_Q6 - V$SMAD_Q6_01,SOCS5,3.93901469161083
V$DR1_Q3 - V$SF1_Q6,SOCS5,4.62436988761047
V$ELF1_Q6 - V$IRF_Q6_01,SOCS5,3.1676031942144
V$HMGIY_Q6 - V$NFAT_Q4_01,SOCS5,3.36687736841955
V$AML_Q6 - V$AP1_Q2_01,SOCS5,3.00170297429458
V$E2F_Q3_01 - V$SMAD_Q6_01,SOCS5,3.20223353086811
V$AP1_Q4_01 - V$DR3_Q4,SOCS5,3.34561874064947
V$MAF_Q6_01 - V$SMAD_Q6_01,SOCS5,3.27442120486266
V$CMYB_01 - V$GR_Q6,OSTM1,4.13657622049992
V$CMYB_01 - V$PEBP_Q6,OSTM1,3.90136859915251
V$ELK1_02 - V$PU1_Q6,OSTM1,3.14632653722698
V$CEBP_Q3 - V$CETS1P54_01,OSTM1,3.69833080752482
V$CETS1P54_01 - V$ETS_Q6,OSTM1,3.86233484416222
V$CETS1P54_01 - V$SMAD_Q6_01,OSTM1,3.21368253424446
V$CEBPB_02 - V$NFKAPPAB50_01,OSTM1,3.08197294860605
V$CREL_01 - V$SMAD_Q6_01,OSTM1,3.85838777581329
V$CP2_01 - V$GR_Q6_01,OSTM1,3.18566712695762
V$AP1FJ_Q2 - V$AP1_Q2,OSTM1,4.35968741639438
V$AP1_Q2 - V$MAF_Q6_01,OSTM1,3.42939208698561
V$AP1_Q6 - V$CREB_Q3,OSTM1,3.26812778615474
V$CREB_Q2 - V$E2F_Q3_01,OSTM1,3.08924275634289
V$CREB_Q3 - V$ER_Q6,OSTM1,3.08326226786984
V$ER_Q6 - V$ER_Q6_02,OSTM1,3.29642268942324
V$ELF1_Q6 - V$GRE_C,OSTM1,3.14045546891745
V$AML_Q6 - V$NFAT_Q6,OSTM1,3.94850265666168
V$MYOD_Q6_01 - V$OSF2_Q6,OSTM1,3.44295112421318
V$GR_Q6_01 - V$HMGIY_Q6,OSTM1,4.5310731333524
V$CEBP_Q3 - V$PEBP_Q6,OSTM1,3.04963324199556
V$NFKB_Q6_01 - V$PEBP_Q6,OSTM1,3.39313309577405
V$CP2_02 - V$SMAD_Q6_01,OSTM1,3.05490174272748
V$AP1_Q2 - V$CMYB_01,NTMT1,3.35279721713749
V$CETS1P54_01 - V$NFKB_Q6,NTMT1,3.25832353340679
V$NFKAPPAB65_01 - V$PEBP_Q6,NTMT1,3.10009486581376
V$CP2_01 - V$SREBP_Q3,NTMT1,3.31117438433205
V$CP2_01 - V$E2A_Q2,NTMT1,4.01329706497374
V$AP1_Q6 - V$CEBPB_01,NTMT1,3.39121756701188
V$COUP_01 - V$STAT_01,NTMT1,3.72982068609386
V$AP1FJ_Q2 - V$PPARA_02,NTMT1,3.16439922459438
V$AP1_Q6 - V$CEBP_Q2_01,NTMT1,3.16456810508214
V$AML_Q6 - V$CREB_Q2,NTMT1,3.14190769973955
V$MYB_Q6 - V$NFAT_Q6,NTMT1,3.81327054675936
V$CREB_Q3 - V$GR_Q6,NTMT1,3.78033295786999
V$CREB_Q3 - V$GRE_C,NTMT1,4.74973994793816
V$STAT5A_01 - V$USF_C,NTMT1,3.22574340026062
V$E2F_Q3_01 - V$MYCMAX_B,NTMT1,3.01157101942136
V$MYCMAX_B - V$PEBP_Q6,NTMT1,3.21358525464255
V$AML_Q6 - V$E2F_03,NTMT1,3.15173976574624
V$AP1_01 - V$PU1_Q6,NTMT1,3.24908053479936
V$SF1_Q6 - V$SMAD3_Q6,NTMT1,3.3010081590598
V$E2A_Q6 - V$SREBP_Q3,NTMT1,3.00372544396217
V$CREB_Q3 - V$MYB_Q5_01,NTMT1,3.33767613185008
V$CP2_02 - V$PEBP_Q6,NTMT1,3.12086169786956
V$E2A_Q6 - V$SMAD_Q6_01,NTMT1,3.9054931213061
V$AP1_C - V$VMYB_01,TRPS1,3.15882951767277
V$CETS1P54_01 - V$STAT6_01,TRPS1,3.11286331902732
V$CETS1P54_01 - V$PU1_Q6,TRPS1,3.00413208081091
V$CETS1P54_01 - V$STAT_Q6,TRPS1,3.9968742968842
V$CETS1P54_01 - V$ETS_Q6,TRPS1,4.12751800250946
V$AHRHIF_Q6 - V$CETS1P54_01,TRPS1,3.44373385774254
V$DR1_Q3 - V$NFKAPPAB65_01,TRPS1,3.90991028949282
V$CREL_01 - V$HMGIY_Q6,TRPS1,3.2618224493271
V$AP1_Q2 - V$SF1_Q6,TRPS1,3.48380220506137
V$AP1_Q6 - V$ETS1_B,TRPS1,3.06162394635166
V$E2F_Q3_01 - V$NFKB_Q6,TRPS1,3.30344040402375
V$AP1_C - V$SOX9_B1,TRPS1,3.20797397727848
V$AP1_C - V$CREB_Q3,TRPS1,3.04561909310087
V$AP1_C - V$AP1_Q4_01,TRPS1,3.28267369922942
V$AHRHIF_Q6 - V$MYCMAX_B,TRPS1,4.49101361083281
V$ETS1_B - V$HIF1_Q5,TRPS1,3.00532926549985
V$CEBP_Q3 - V$PU1_Q6,TRPS1,3.64649872405243
V$ETS_Q6 - V$PU1_Q6,TRPS1,3.15113340735815
V$CETS168_Q6 - V$DR1_Q3,TRPS1,3.24426413981317
V$CEBP_Q3 - V$ETS_Q6,TRPS1,3.63056393592013
V$IRF_Q6 - V$NFKB_Q6_01,TRPS1,4.64835530587641
V$ETS_Q6 - V$IRF_Q6,TRPS1,3.02360706175805
V$CREB_Q3 - V$MYB_Q5_01,TRPS1,3.0850289341715
V$E2F_Q3_01 - V$ETS_Q6,TRPS1,4.42484713599276
V$HNF4_Q6 - V$MYOD_Q6_01,TRPS1,3.35553376391071
V$CMYB_01 - V$ELF1_Q6,SEC61G,3.27816315406063
V$ELK1_01 - V$SMAD3_Q6,SEC61G,3.3851697954778
V$CEBP_C - V$CREBP1CJUN_01,SEC61G,3.34815419093594
V$CREL_01 - V$EGR_Q6,SEC61G,3.64823858843561
V$CEBPB_01 - V$CEBP_Q2_01,SEC61G,3.94694961265259
V$CEBPB_02 - V$DR3_Q4,SEC61G,3.41236611178957
V$HNF4_01 - V$MYCMAX_B,SEC61G,3.00900241396047
V$IPF1_Q4 - V$NFY_Q6,SEC61G,3.73735148244297
V$GR_Q6 - V$IPF1_Q4,SEC61G,3.37354781933754
V$NF1_Q6 - V$PU1_Q6,SEC61G,3.98528861275836
V$NFKB_Q6 - V$SREBP_Q3,SEC61G,3.53378766120513
V$MYOD_Q6_01 - V$NFKB_Q6,SEC61G,3.53371459406882
V$E2A_Q6 - V$NFKB_Q6,SEC61G,3.41903432544858
V$MYOD_Q6_01 - V$NFKB_C,SEC61G,3.36176403897066
V$HIF1_Q5 - V$USF_C,SEC61G,3.22750013894004
V$CHOP_01 - V$HIF1_Q5,SEC61G,3.29231823142547
V$E2A_Q6 - V$ETS1_B,SEC61G,3.11715579049945
V$ETS1_B - V$SMAD_Q6_01,SEC61G,3.21821831061385
V$HIF1_Q3 - V$HIF1_Q5,SEC61G,3.31378682532366
V$NF1_Q6_01 - V$PU1_Q6,SEC61G,3.0894201661482
V$CEBP_Q2_01 - V$ELF1_Q6,SEC61G,3.30785163549849
V$CREB_Q3 - V$DR1_Q3,SEC61G,3.04580925245471
V$IRF_Q6 - V$OCT_Q6,SEC61G,3.27796770419732
V$HNF3_Q6 - V$NFKB_Q6_01,SEC61G,3.06836383971084
V$E2F_Q3_01 - V$STAT_Q6,SEC61G,3.07539659920635
V$HNF1_Q6 - V$PR_Q2,SEC61G,3.9217454813473
V$E2F_Q3_01 - V$HNF3_Q6,SEC61G,3.51862358734805
V$AP1_Q2_01 - V$CETS1P54_01,SIGLEC8,3.24244704085661
V$NFKAPPAB50_01 - V$NFY_Q6_01,SIGLEC8,3.07232661883204
V$CREL_01 - V$NFKB_Q6,SIGLEC8,3.03288850852994
V$CP2_01 - V$OCT_Q6,SIGLEC8,3.1255867430048
V$CEBPB_02 - V$CEBP_Q2,SIGLEC8,3.55762855009901
V$CEBPB_02 - V$PU1_Q6,SIGLEC8,3.26480682437013
V$CEBP_Q2 - V$PU1_Q6,SIGLEC8,3.10062822435272
V$NF1_Q6 - V$OCT_Q6,SIGLEC8,3.18539571469396
V$ETS_Q4 - V$NFKB_Q6,SIGLEC8,3.83272963773952
V$SP1_Q2_01 - V$SP1_Q6,SIGLEC8,4.08474071772846
V$AP1_C - V$CREB_Q3,SIGLEC8,3.28439811198505
V$CEBP_C - V$LEF1_Q2,SIGLEC8,3.11380229679079
V$NFKB_C - V$NFY_01,SIGLEC8,3.38240052268353
V$NFKB_C - V$NFY_Q6_01,SIGLEC8,3.77935839268247
V$SOX9_B1 - V$STAT_01,SIGLEC8,3.76254091783939
V$CREB_Q4_01 - V$MYCMAX_B,SIGLEC8,3.13944103732451
V$EGR_Q6 - V$ETS1_B,SIGLEC8,3.13254270824026
V$E2F1_Q4 - V$HIF1_Q5,SIGLEC8,3.53080562994168
V$MYB_Q5_01 - V$PU1_Q6,SIGLEC8,3.44278006787364
V$MYOD_Q6_01 - V$SMAD3_Q6,SIGLEC8,3.15224762241019
V$E2A_Q6 - V$SMAD3_Q6,SIGLEC8,3.29936945019385
V$MYB_Q3 - V$NFKB_Q6_01,SIGLEC8,3.07355553779344
V$AP1_Q2_01 - V$GR_Q6_01,SIGLEC8,3.33046649433061
V$AP1_Q4_01 - V$SMAD_Q6_01,SIGLEC8,3.29627916533073
V$CMYB_01 - V$CREB_Q3,SAFB2,3.15507317394166
V$CETS168_Q6 - V$CREBP1CJUN_01,SAFB2,3.36641819095761
V$MAF_Q6_01 - V$NFKAPPAB65_01,SAFB2,3.1914996947263
V$AP1_C - V$CREL_01,SAFB2,3.27910159176958
V$CREL_01 - V$STAT_01,SAFB2,3.06644316744579
V$CP2_01 - V$PPARA_02,SAFB2,3.26557301867956
V$CP2_01 - V$STAT_Q6,SAFB2,4.22941297733108
V$AP1FJ_Q2 - V$CEBP_Q2_01,SAFB2,3.05047230038903
V$AHRHIF_Q6 - V$MYB_Q6,SAFB2,3.13389010886171
V$CEBP_Q2 - V$E2F_Q3_01,SAFB2,3.67117447269301
V$E2F1_Q4 - V$NFKB_Q6,SAFB2,3.0439035572917
V$MYB_Q5_01 - V$NFKB_Q6,SAFB2,3.07956608508774
V$AP1_C - V$CHOP_01,SAFB2,3.2186813572068
V$GRE_C - V$PR_Q2,SAFB2,3.13501948538701
V$E2A_Q6 - V$GRE_C,SAFB2,3.42682692682457
V$DR1_Q3 - V$OCT_C,SAFB2,3.26700058243409
V$E2F_Q3_01 - V$SOX9_B1,SAFB2,3.03576573657947
V$AHRHIF_Q6 - V$SOX9_B1,SAFB2,3.60428170734641
V$ELF1_Q6 - V$NFY_Q6_01,SAFB2,3.17967424751762
V$HMGIY_Q6 - V$PR_Q2,SAFB2,3.07474546373269
V$CP2_02 - V$STAT_Q6,SAFB2,4.67502575498869
V$MYB_Q5_01 - V$PR_Q2,SAFB2,3.37622136538077
V$E2F_Q3_01 - V$GR_Q6_01,SAFB2,4.75301426794143
V$E2F_Q3_01 - V$PEBP_Q6,SAFB2,3.04424632598668
V$CP2_02 - V$GR_Q6_01,SAFB2,3.75334579460682
V$ETS_Q6 - V$PR_Q2,SAFB2,3.10672716943805
V$CETS1P54_01 - V$PEBP_Q6,SDC3,3.20517039495039
V$ELK1_02 - V$NFKB_Q6,SLK,3.01312556804312
V$E2F_Q3_01 - V$ELK1_02,SLK,3.37707671540493
V$CP2_02 - V$ELK1_02,SLK,3.15869057825683
V$CETS1P54_01 - V$E2F_Q3_01,SLK,3.52851848936836
V$AHRHIF_Q6 - V$CETS1P54_01,SLK,3.43069743692247
V$CP2_01 - V$CREBP1CJUN_01,SLK,4.04326851159182
V$CREL_01 - V$E2F1_Q4,SLK,3.38731977080641
V$CP2_01 - V$TAXCREB_01,SLK,3.50287474044182
V$CP2_01 - V$GR_Q6,SLK,3.10126916704123
V$E2F_03 - V$PAX5_01,SLK,3.03148140563936
V$GR_Q6 - V$USF_Q6_01,SLK,3.0078530539871
V$AHRHIF_Q6 - V$GR_Q6,SLK,3.15159052087597
V$E2F_Q3_01 - V$NFKB_Q6,SLK,3.43984113947568
V$AHRHIF_Q6 - V$NFKB_Q6,SLK,4.47184917283587
V$GRE_C - V$PPARA_02,SLK,3.36460769809148
V$GRE_C - V$SMAD3_Q6,SLK,3.45876347690961
V$ETS1_B - V$HNF4_Q6,SLK,3.33298035924083
V$E2F_03 - V$NFKB_Q6_01,SLK,3.45102587187648
V$DR3_Q4 - V$E2F_03,SLK,4.50192775227971
V$PU1_Q6 - V$SMAD_Q6_01,SLK,3.83018759912155
V$MYOD_Q6_01 - V$OSF2_Q6,SLK,3.15982349524717
V$CETS168_Q6 - V$SREBP_Q3,SLK,3.1778211003215
V$CETS168_Q6 - V$CP2_02,SLK,4.14558137977505
V$ELF1_Q6 - V$HNF4_Q6,SLK,3.34576053575757
V$HMGIY_Q6 - V$SMAD_Q6_01,SLK,3.22710530589373
V$CEBP_Q3 - V$E2F_Q3_01,SLK,3.48702650941578
V$ETS_Q4 - V$ETS_Q6,SLK,3.05664779591076
V$ETS_Q4 - V$SMAD_Q6_01,SLK,5.6345399108155
V$CEBP_Q2_01 - V$MYB_Q5_01,SLK,3.58512088586733
V$E2F_Q3_01 - V$E2F_Q4_01,SLK,3.4137710599924
V$AHRHIF_Q6 - V$E2F_Q3_01,SLK,6.63697173534826
V$GR_Q6_01 - V$MAF_Q6_01,SLK,3.01030282195482
V$ETS_Q6 - V$SMAD_Q6_01,SLK,4.12219176341098
V$CETS1P54_01 - V$MYCMAX_B,SERTAD2,4.58128515130731
V$CETS1P54_01 - V$ETS_Q6,SERTAD2,3.31153329437283
V$AHRHIF_Q6 - V$CETS1P54_01,SERTAD2,4.70935513071361
V$CP2_01 - V$E2A_Q2,SERTAD2,3.18568782554544
V$CP2_01 - V$E2F_Q3_01,SERTAD2,3.63781744454911
V$AP1FJ_Q2 - V$SF1_Q6,SERTAD2,3.21103421834331
V$NFKB_Q6 - V$SF1_Q6,SERTAD2,3.04419337428529
V$NFKB_Q6 - V$SMAD_Q6_01,SERTAD2,4.07124131156069
V$AHRHIF_Q6 - V$GRE_C,SERTAD2,3.08151420785497
V$HNF4_Q6 - V$USF_C,SERTAD2,3.12432077835753
V$E2F_Q3_01 - V$MYCMAX_B,SERTAD2,4.79012383158853
V$AHRHIF_Q6 - V$MYCMAX_B,SERTAD2,8.98710121513065
V$AP1_Q4_01 - V$HIF1_Q5,SERTAD2,3.01820273398772
V$ETS_Q6 - V$PU1_Q6,SERTAD2,6.03717965675897
V$MAF_Q6_01 - V$SF1_Q6,SERTAD2,3.33853571436322
V$CETS168_Q6 - V$ETS_Q6,SERTAD2,3.1747121727196
V$ETS_Q4 - V$SMAD_Q6_01,SERTAD2,3.00519846290625
V$E2F_Q3_01 - V$MYOD_Q6_01,SERTAD2,3.12558511083698
V$ETS_Q6 - V$NFAT_Q4_01,SERTAD2,3.10413287875203
V$AHRHIF_Q6 - V$ER_Q6_02,SERTAD2,3.12997606122545
V$DR4_Q2 - V$SMAD_Q6_01,SERTAD2,3.06779713668638
V$CMYB_01 - V$SMAD3_Q6,PLEKHM1,3.33008263444873
V$AP1_Q2 - V$CETS1P54_01,PLEKHM1,3.01333575193492
V$CETS1P54_01 - V$PEBP_Q6,PLEKHM1,3.43146967911803
V$CREBP1CJUN_01 - V$SREBP_Q3,PLEKHM1,3.02322216236373
V$MYCMAX_B - V$NFKAPPAB_01,PLEKHM1,3.33138458036045
V$EBF_Q6 - V$NFKAPPAB_01,PLEKHM1,3.23891656290684
V$CP2_01 - V$HNF4_Q6,PLEKHM1,3.2709439869945
V$CEBPA_01 - V$SF1_Q6,PLEKHM1,3.14538094337908
V$CEBPA_01 - V$ER_Q6_02,PLEKHM1,3.3407416947198
V$CEBPB_02 - V$PU1_Q6,PLEKHM1,3.59814350934591
V$CEBPB_02 - V$ER_Q6_02,PLEKHM1,3.00970889685556
V$AP1FJ_Q2 - V$GRE_C,PLEKHM1,3.22372259892178
V$AP1FJ_Q2 - V$PU1_Q6,PLEKHM1,3.14520533584559
V$AP1FJ_Q2 - V$ETS_Q6,PLEKHM1,3.10975126402421
V$AP1FJ_Q2 - V$SMAD_Q6_01,PLEKHM1,3.08788830237809
V$AP1_Q2 - V$GRE_C,PLEKHM1,3.27817169536241
V$AP1_Q6 - V$OCT_Q6,PLEKHM1,3.11638032226302
V$CEBP_Q2 - V$PU1_Q6,PLEKHM1,3.04118271508046
V$AP1_C - V$OCT_Q6,PLEKHM1,3.08952333812643
V$CREB_Q3 - V$GRE_C,PLEKHM1,3.18512300047368
V$AHRHIF_Q6 - V$E2F_03,PLEKHM1,3.4117292761579
V$AML_Q6 - V$PIT1_Q6,PLEKHM1,3.88073477162835
V$CEBP_Q3 - V$MYB_Q5_01,PLEKHM1,3.26751910789653
V$CEBP_Q3 - V$ETS_Q6,PLEKHM1,3.96957610327974
V$CEBP_Q2_01 - V$MYB_Q3,PLEKHM1,3.56674362001078
V$CEBP_Q2_01 - V$NFY_Q6_01,PLEKHM1,3.17599892147747
V$E2F_Q3_01 - V$PIT1_Q6,PLEKHM1,3.1653352065155
V$CEBP_Q2_01 - V$NF1_Q6_01,PLEKHM1,3.86752760236959
V$AP1_Q2_01 - V$NF1_Q6_01,PLEKHM1,3.17469690724157
V$CEBP_Q2_01 - V$MYB_Q5_01,PLEKHM1,3.90307145169064
V$MYB_Q5_01 - V$SMAD_Q6_01,PLEKHM1,3.78801165873072
V$AHRHIF_Q6 - V$E2F_Q4_01,PLEKHM1,3.03604595989809
V$AP1_Q2_01 - V$SP1_Q4_01,PLEKHM1,3.13249426928024
V$ETS_Q6 - V$SP1_Q4_01,PLEKHM1,3.11464491329272
V$ETS_Q6 - V$SMAD_Q6_01,PLEKHM1,3.36001261932005
V$CMYB_01 - V$NFAT_Q6,UBAP2L,3.34236947186301
V$ELK1_02 - V$MYCMAX_B,UBAP2L,3.24020281030583
V$CETS1P54_01 - V$PU1_Q6,UBAP2L,3.06492527508552
V$CETS1P54_01 - V$NFAT_Q4_01,UBAP2L,3.33890974575317
V$CETS1P54_01 - V$ETS_Q6,UBAP2L,4.68854387080399
V$MYCMAX_B - V$NFKAPPAB65_01,UBAP2L,3.12460767455532
V$CP2_01 - V$LEF1TCF1_Q4,UBAP2L,4.4001877497143
V$AP1FJ_Q2 - V$ELF1_Q6,UBAP2L,3.19546385437296
V$CEBP_Q2 - V$ER_Q6,UBAP2L,3.39670064545641
V$GR_Q6 - V$NFKB_Q6,UBAP2L,3.33841990241723
V$GRE_C - V$MYB_Q5_01,UBAP2L,3.96930991460264
V$CEBP_Q2_01 - V$USF_C,UBAP2L,3.34010326854683
V$SMAD_Q6_01 - V$USF_C,UBAP2L,3.2010867451803
V$AHRHIF_Q6 - V$MYCMAX_B,UBAP2L,3.5180591293072
V$MYB_Q5_01 - V$PPARA_02,UBAP2L,3.17523492370715
V$ETS_Q6 - V$PU1_Q6,UBAP2L,5.00359030083141
V$ICSBP_Q6 - V$IRF_Q6_01,UBAP2L,3.50384871956742
V$SF1_Q6 - V$SMAD_Q6_01,UBAP2L,3.05657689042816
V$CREB_Q3 - V$HMGIY_Q6,UBAP2L,3.55900804115514
V$ETS_Q6 - V$HMGIY_Q6,UBAP2L,3.37535342293587
V$CEBP_Q2_01 - V$MYB_Q5_01,UBAP2L,3.72203886333266
V$E2F_Q3_01 - V$E2F_Q4_01,UBAP2L,3.72589485111535
V$AHRHIF_Q6 - V$E2F_Q3_01,UBAP2L,3.40230878274677
V$AHRHIF_Q6 - V$DR3_Q4,UBAP2L,3.06273474296333
V$AHRHIF_Q6 - V$ETS_Q6,UBAP2L,3.64899652404717
V$ELK1_02 - V$PPARA_02,DENND4B,3.27983276651172
V$ELK1_02 - V$OSF2_Q6,DENND4B,3.11725731198268
V$CETS1P54_01 - V$PU1_Q6,DENND4B,3.05970497543535
V$CEBP_Q3 - V$CETS1P54_01,DENND4B,3.49550416764628
V$CETS1P54_01 - V$ETS_Q6,DENND4B,3.52302136125664
V$CETS1P54_01 - V$MAF_Q6_01,DENND4B,5.08554908031015
V$ETS1_B - V$NFKAPPAB65_01,DENND4B,3.12377977431994
V$CREL_01 - V$ETS1_B,DENND4B,3.25642365956517
V$CETS168_Q6 - V$NFKAPPAB_01,DENND4B,3.82799024782366
V$CP2_01 - V$SF1_Q6,DENND4B,5.23451954596635
V$CP2_01 - V$HNF4_Q6,DENND4B,3.31308066791556
V$AP1_Q2 - V$STAT_Q6,DENND4B,3.01271293886085
V$E2F_Q4_01 - V$ER_Q6,DENND4B,3.21998589715292
V$CETS168_Q6 - V$NFKB_C,DENND4B,3.51501741510654
V$CEBP_Q3 - V$STAT_01,DENND4B,3.05223271778309
V$MYB_Q5_01 - V$STAT_01,DENND4B,3.40588391890602
V$MYCMAX_B - V$PU1_Q6,DENND4B,3.21991884198383
V$CEBP_Q3 - V$MYCMAX_B,DENND4B,3.5783367423178
V$CEBP_Q2_01 - V$MYCMAX_B,DENND4B,3.0725140500631
V$DR4_Q2 - V$MYCMAX_B,DENND4B,3.76265879765974
V$ETS_Q6 - V$MYCMAX_B,DENND4B,3.23237122406619
V$ETS1_B - V$USF_Q6_01,DENND4B,3.17428582975537
V$CETS168_Q6 - V$PPARA_02,DENND4B,3.19882535724373
V$MYB_Q5_01 - V$PPARA_02,DENND4B,3.1044003012832
V$ETS_Q6 - V$PU1_Q6,DENND4B,3.16234464935372
V$NF1_Q6_01 - V$SF1_Q6,DENND4B,3.41604237420977
V$SF1_Q6 - V$SMAD_Q6_01,DENND4B,3.08570788063382
V$MYB_Q5_01 - V$USF_Q6_01,DENND4B,3.20609257317143
V$CEBP_Q2_01 - V$MYB_Q5_01,DENND4B,3.60582764806884
V$AHRHIF_Q6 - V$CP2_02,DENND4B,3.8923440164002
V$ETS_Q6 - V$MAF_Q6_01,DENND4B,3.08378839315828
V$E2A_Q6 - V$SMAD_Q6_01,DENND4B,3.23921754474146
V$CMYB_01 - V$E2F_Q3_01,DOLK,3.58749096403583
V$CREL_01 - V$ELK1_02,DOLK,3.44795994544331
V$CEBPA_01 - V$CETS1P54_01,DOLK,3.02341163048667
V$AP1FJ_Q2 - V$CETS1P54_01,DOLK,3.25945285504158
V$CETS1P54_01 - V$PU1_Q6,DOLK,3.14781555205029
V$CETS1P54_01 - V$MYB_Q5_01,DOLK,3.0734169086331
V$CETS1P54_01 - V$PR_Q2,DOLK,3.0869978911615
V$CETS168_Q6 - V$CREL_01,DOLK,4.08798652905337
V$CP2_01 - V$CP2_02,DOLK,3.22323042542235
V$MYCMAX_B - V$TAXCREB_01,DOLK,3.04842513320402
V$AP1_Q2 - V$ETS_Q4,DOLK,3.06637240535652
V$E2A_Q6 - V$ER_Q6,DOLK,3.27974550327018
V$CETS168_Q6 - V$NFKB_Q6,DOLK,3.77244247348043
V$GRE_C - V$STAT6_01,DOLK,3.91754778236657
V$GRE_C - V$STAT_Q6,DOLK,3.13750944175081
V$AP1_Q2_01 - V$GRE_C,DOLK,3.59487574301944
V$AP1_Q2_01 - V$MYCMAX_B,DOLK,3.61425853550394
V$E2F1_Q4 - V$NF1_Q6_01,DOLK,3.61919920694348
V$AP1_01 - V$SF1_Q6,DOLK,3.74805802631523
V$CETS168_Q6 - V$PU1_Q6,DOLK,3.16898071034687
V$MYB_Q5_01 - V$PU1_Q6,DOLK,3.29970078479611
V$ETS_Q6 - V$PU1_Q6,DOLK,3.39061148113837
V$MYOD_Q6_01 - V$SMAD3_Q6,DOLK,4.25186854518268
V$AML_Q6 - V$HNF4_Q6,DOLK,3.22492967739494
V$AP1_Q2_01 - V$CEBP_Q3,DOLK,4.55900531476241
V$CEBP_Q3 - V$CP2_02,DOLK,3.30588603355267
V$ETS_Q4 - V$ETS_Q6,DOLK,3.26737177231711
V$E2F_Q3_01 - V$NF1_Q6_01,DOLK,3.49483599857189
V$AP1_Q2_01 - V$HNF4_Q6,DOLK,3.39857400875839
V$AP1_Q2_01 - V$ETS_Q6,DOLK,4.10326093140436
V$ER_Q6_02 - V$PEBP_Q6,DOLK,3.30760595427123
V$DR3_Q4 - V$SMAD_Q6_01,DOLK,3.23072368701728
V$AHRHIF_Q6 - V$HNF4_Q6,DOLK,3.49083069113
V$AHRHIF_Q6 - V$E2A_Q6,DOLK,3.00086667222895
V$ELK1_02 - V$MYCMAX_B,BAHD1,3.6000985491323
V$AHRHIF_Q6 - V$ELK1_02,BAHD1,4.07609484397207
V$ELK1_02 - V$PEBP_Q6,BAHD1,3.75214440013971
V$CETS1P54_01 - V$MYCMAX_B,BAHD1,5.38609058150375
V$CETS1P54_01 - V$E2F_Q3_01,BAHD1,3.31712602699621
V$CETS1P54_01 - V$SMAD_Q6_01,BAHD1,3.92043607736654
V$CETS1P54_01 - V$PEBP_Q6,BAHD1,3.00766111340706
V$NFKAPPAB_01 - V$NFKAPPAB65_01,BAHD1,4.23045259505275
V$CREL_01 - V$NFKAPPAB_01,BAHD1,3.00773091495882
V$NFKAPPAB_01 - V$NFKB_Q6_01,BAHD1,3.1811159163844
